"AIRO_ID","Roll_No","Off_Name","Add_1","Add_2","Add_3","Add_4","County","Ethos","Island","DEIS","Gaeltacht","M_13_14","F_13_14","T_13_14","xcoord","ycoord","Long","Lat"
2240,"19915H","CLAREMORRIS BOYS NS","CLAREMORRIS","CO MAYO","","","Mayo","CATHOLIC","N","N","N",118,0,118,134044,275330,-8.9993,53.7234
2241,"19916J","ST PETERS NS","SNUGBORO","CASTLEBAR","CO MAYO","","Mayo","CATHOLIC","N","N","N",123,169,292,112901,291965,-9.32426,53.8698
2242,"19951L","SWINFORD NS","SWINFORD","CO MAYO","","","Mayo","CATHOLIC","N","N","N",109,83,192,137471,299758,-8.95235,53.9433
2243,"19972T","S N UILEOG DE BURCA","CLAR CHLAINNE MHUIRIS","CO MAIGH EO","","","Mayo","CATHOLIC","N","N","N",54,66,120,138147,278020,-8.93768,53.7481
2244,"20037L","S N PADRAIG NAOFA","LOUISBURGH","CO MAYO","","","Mayo","CATHOLIC","N","Y","N",80,71,151,81333,280798,-9.79969,53.7632
2245,"20046M","GAELSCOIL NA CRUAICHE","SRAID ALTAMOUNT","CATHAIR NA MART","CO MHAIGH EO","","Mayo","CATHOLIC","N","N","N",97,112,209,100853,285169,-9.50518,53.8066
2246,"20084U","Gaelscoil na gCeithre Maol","Aonad 3","Páirc Gnó","Bóthar Cill Álla Béal an Átha","Co Mhaigh Eo","Mayo","CATHOLIC","N","Y","N",44,56,100,123816,320854,-9.16557,54.131
2247,"20089H","ST. JOSEPHS N. S.","BALLINROBE","CO. MAYO","","","Mayo","CATHOLIC","N","N","N",165,177,342,119585,264326,-9.21547,53.6226
2248,"20125I","CROSSMOLINA N.S.","CROSSMOLINA","CO. MAYO.","","","Mayo","CATHOLIC","N","N","N",97,83,180,113791,317335,-9.3179,54.0978
2249,"20142I","SCOIL IOSA","BALLYHAUNIS","CO MAYO","","","Mayo","CATHOLIC","N","N","N",162,154,316,149606,279347,-8.7642,53.7613
2250,"20217N","MOUNT PALMER NATIONAL SCHOOL","KINCON","BALLINA","CO MAYO","","Mayo","CATHOLIC","N","Y","N",24,19,43,114821,329185,-9.30551,54.2044
2251,"20230F","SCOIL PHADRAIC","WESTPORT","CO MAYO","","","Mayo","CATHOLIC","N","N","N",153,164,317,100188,284302,-9.51499,53.7987
2252,"20256A","Scoil Náisiúnta Thuar Mhic Éadaigh","Trianláir","Tuar Mhic Éadaigh","Co. Mhaigh Eo","","Mayo","CATHOLIC","N","N","Y",29,36,65,110481,268920,-9.35436,53.6624
2253,"20275E","Scoil Íosa","Convent Hill","Ballina","Co Mayo","","Mayo","CATHOLIC","N","Y","N",87,117,204,123926,319187,-9.16347,54.1161
2254,"20431P","Scoil Néifinn","Ballina","Co Mayo","","","Mayo","CATHOLIC","N","N","N",14,9,23,0,0,-10.8631,51.2181
2255,"00883P","AINE NAOFA N S","NAVAN","CO MEATH","","","Meath","CATHOLIC","N","N","N",144,176,320,286943,267599,-6.68497,53.6509
2256,"00885T","RATOATH JUNIOR N S","RATOATH","CO MEATH","","","Meath","CATHOLIC","N","N","N",243,232,475,301811,251417,-6.46545,53.5029
2257,"01309L","STACKALLEN N S","STACKALLEN","NAVAN","CO MEATH","","Meath","CATHOLIC","N","N","N",104,97,201,291097,274304,-6.62019,53.7104
2258,"01421F","KILSKYRE MIXED N S","KILSKYRE","KELLS","CO MEATH","","Meath","CATHOLIC","N","N","N",55,49,104,266367,272030,-6.99518,53.6937
2259,"02905J","S N NAOMH PADRAIG","BAILE BACUIN","ENFIELD","CO MEATH","","Meath","CATHOLIC","N","N","N",77,77,154,279557,244428,-6.80255,53.4439
2260,"03275H","NEWTOWN N S","NEWTOWN","ARDEE","CO LOUTH","","Meath","CATHOLIC","N","N","N",48,49,97,291724,286526,-6.60707,53.8201
2261,"04210H","KILMESSAN MXD N S","KILMESSAN","CO MEATH","","","Meath","CATHOLIC","N","N","N",83,91,174,288624,257554,-6.66241,53.5604
2262,"05062A","KELLS PAROCHIAL N S","KELLS","CO MEATH","","","Meath","CHURCH OF IRELAND","N","N","N",29,34,63,274824,275580,-6.86631,53.7245
2263,"05630L","SCOIL MHICHIL NA BUACHAILLI","SCOIL NA MBRATHAR","PATRICK STREET","TRIM","CO MEATH","Meath","CATHOLIC","N","N","N",268,4,272,280125,256366,-6.79096,53.5511
2264,"07120V","KILLYON N S","KILLYON","CNOC AN DUN","CO MEATH","","Meath","CATHOLIC","N","N","N",47,41,88,266270,248885,-7.00156,53.4858
2265,"09238I","BALLINLOUGH N S","BALLINLOUGH","KELLS","CO MEATH","","Meath","CATHOLIC","N","N","N",47,48,95,264162,276239,-7.02769,53.7318
2266,"10801Q","DRUMBARRAGH N S","DRUMBARRAGH","KELLS","CO MEATH","","Meath","CATHOLIC","N","N","N",45,43,88,269969,275668,-6.93983,53.726
2267,"11039O","KILBEG N S","KILBEG","CARLANSTOWN","CO MEATH","","Meath","CATHOLIC","N","N","N",47,50,97,278934,283039,-6.80214,53.7909
2268,"11978O","SCOIL MHUIRE NS","MOYLAGH","OLDCASTLE","CO MEATH","","Meath","CATHOLIC","N","N","N",34,50,84,254697,274665,-7.17138,53.7188
2269,"12068D","OUR LADY OF MERCY NS","KELLS","CO MEATH","","","Meath","CATHOLIC","N","N","N",91,343,434,274682,275600,-6.86845,53.7247
2270,"12488C","OLDCASTLE MXD N S","CHAPEL ST","OLDCASTLE","CO MEATH","","Meath","CATHOLIC","N","N","N",141,109,250,255563,280258,-7.15726,53.7689
2271,"12788O","FLOWERFIELD N S","TRIM RD","NAVAN","CO MEATH","","Meath","CHURCH OF IRELAND","N","N","N",38,30,68,286945,267033,-6.6851,53.6458
2272,"12897T","UGHTYNEILL N S","UGHTYNEILL","MOYNALTY","KELLS","CO MEATH","Meath","CATHOLIC","N","N","N",7,9,16,273858,286843,-6.87825,53.8258
2273,"13775K","ST PATRICKS N S","TRIM","CO MEATH","","","Meath","CHURCH OF IRELAND","N","N","N",28,22,50,280099,257217,-6.79113,53.5587
2274,"14348T","CARRICKLECK N S","CARRICKLECK","KINGSCOURT","CO MEATH","","Meath","CATHOLIC","N","N","N",20,12,32,281319,292372,-6.76349,53.8744
2275,"15104T","BRIDE NAOFA N S","CANNISTOWN","NAVAN","CO MEATH","","Meath","CATHOLIC","N","N","N",204,194,398,288323,264344,-6.66503,53.6214
2276,"15483H","ST LOUIS N S","RATHKENNY","NAVAN","CO MEATH","","Meath","CATHOLIC","N","N","N",27,14,41,288851,277715,-6.65322,53.7415
2277,"16067V","SCOIL NAIS FININ NAOFA","CLONARD","ENFIELD","CO MEATH","","Meath","CATHOLIC","N","N","N",33,31,64,264874,245077,-7.02338,53.4518
2278,"16100Q","MERCY CONVENT N S","NAVAN","CO MEATH","","","Meath","CATHOLIC","N","N","N",234,240,474,286827,267509,-6.68675,53.6501
2279,"16143L","S N PHEADAIR AGUS PHOIL","DRUMCONRATH","NAVAN","CO MEATH","","Meath","CATHOLIC","N","N","N",61,61,122,288273,290105,-6.65843,53.8529
2280,"16549Q","KNOCKCOMMON N S","KNOCKCOMMON","BEAUPARC","CO MEATH","","Meath","CATHOLIC","N","N","N",43,42,85,299231,269746,-6.4985,53.668
2281,"16646O","ST MARYS CONVENT N S","TRIM","CO MEATH","","","Meath","CATHOLIC","N","N","N",188,433,621,280077,256355,-6.79168,53.551
2282,"16655P","ST. NICHOLAS PRIMARY SCHOOL","LONGWOOD","ENFIELD","CO MEATH","","Meath","CATHOLIC","N","N","N",166,161,327,271837,245303,-6.91852,53.4529
2283,"16722E","SCOIL CHOLMCILLE","NAVAN ROAD","KELLS","CO MEATH","","Meath","CATHOLIC","N","N","N",272,0,272,274653,275511,-6.86892,53.7239
2284,"16774A","SCOIL NAIS AN OBAIR","NOBBER","CO MEATH","","","Meath","CATHOLIC","N","N","N",46,56,102,282588,286612,-6.74575,53.8224
2285,"16790V","S N NAOMH SEOSAMH","DUNSANY","CO MEATH","","","Meath","CATHOLIC","N","N","N",33,32,65,291699,255769,-6.61654,53.5438
2286,"16825O","KILBRIDE NATIONAL SCHOOL","CLONEE","CO. MEATH","","","Meath","CATHOLIC","N","N","N",158,136,294,306739,245647,-6.39316,53.4501
2287,"16991I","CARNAROSS N S","CARN NA ROS","CEANNANNAS MOR","CO NA MI","","Meath","CATHOLIC","N","N","N",73,78,151,269016,278385,-6.95367,53.7505
2288,"17029S","S N NAOMH CIANAIN","CUSHENSTOWN","ASHBOURNE","CO MEATH","","Meath","CATHOLIC","N","N","N",39,42,81,303024,259374,-6.44455,53.5741
2289,"17088L","Scoil Uí Ghramhnaigh","Ráth Chairn","Ath Buí","Co. na Mí","","Meath","CATHOLIC","N","N","Y",102,108,210,275444,263337,-6.85989,53.6144
2290,"17123K","KILMAINHAM WOOD N S","KILMAINHAM WOOD","KELLS","CO MEATH","","Meath","CATHOLIC","N","N","N",52,56,108,278676,289313,-6.80445,53.8473
2291,"17162U","S N BHRIGHDE","BAILE CORR","KELLS","CO MEATH","","Meath","CATHOLIC","N","N","N",46,51,97,275739,271157,-6.85353,53.6846
2292,"17175G","BOHERMEEN N S","BOHERMEEN","NAVAN","CO MEATH","","Meath","CATHOLIC","N","N","N",107,111,218,280084,267760,-6.78865,53.6535
2293,"17203I","S N ULTAIN NAOFA","DOMHNACH PADRAIG","AN UAIMH","CO NA MIDHE","","Meath","CATHOLIC","N","N","Y",43,46,89,282629,273919,-6.74852,53.7084
2294,"17213L","S N MHUIRE","MA NEALTA","CEANNANUS MOR","CO NA MIDHE","","Meath","CATHOLIC","N","N","N",58,54,112,273119,283034,-6.89037,53.7917
2295,"17220I","S N BHRIGHDE","MEATH HILL","DRUMCONRATH","CO MEATH","","Meath","CATHOLIC","N","N","N",47,31,78,283828,293677,-6.72499,53.8857
2296,"17312N","S N CUL AN MHUILINN","CULMULLEN","DRUMREE","CO MEATH","","Meath","CATHOLIC","N","N","N",45,35,80,292553,249735,-6.60544,53.4895
2297,"17480L","S N BAILE CHEANT","BAILE CHEANT","AN UAIMH","CO NA MI","","Meath","CATHOLIC","N","N","N",133,114,247,297684,265804,-6.52313,53.6329
2298,"17494W","S N AN RATH MHOR","RATHMORE","ATHBOY","CO MEATH","","Meath","CATHOLIC","N","N","N",56,49,105,275299,266845,-6.86123,53.6459
2299,"17513A","S N CILL BHRIGHDE","KILBRIDE","TRIM","CO MEATH","","Meath","CATHOLIC","N","N","N",48,58,106,278158,260983,-6.81947,53.5929
2300,"17520U","S N MHUIRE","ROBINSTOWN","NAVAN","CO MEATH","","Meath","CATHOLIC","N","N","N",93,95,188,284236,261154,-6.72765,53.5935
2301,"17521W","S N COLMCILLE","SCRIN","TARA","CO MEATH","","Meath","CATHOLIC","N","N","N",104,91,195,295642,259305,-6.55599,53.5749
2302,"17560J","S N SEOSAMH NAOMTHA","DUN DOIRE","AN UAIMH","CO NA MI","","Meath","CATHOLIC","N","N","N",78,51,129,281197,262664,-6.77315,53.6075
2303,"17623H","O'GROWNEY NATIONAL SCHOOL","ATHBOY","CO MEATH","","","Meath","CATHOLIC","N","N","N",177,155,332,271321,263893,-6.92206,53.62
2304,"17629T","S N PADRAIG NAOFA","ARD A'CHATHA","GARRISTOWN","CO DUBLIN","","Meath","CATHOLIC","N","N","N",58,46,104,306590,263053,-6.38948,53.6065
2305,"17652O","SCOIL OILIBHEIR NAOFA","COILLCLUANA","CO NA MI","","","Meath","CATHOLIC","N","N","N",107,101,208,294419,242681,-6.57945,53.4258
2306,"17705J","S N CROS BAN","WHITECROSS","JULIANSTOWN","CO MEATH","","Meath","CATHOLIC","N","N","N",242,203,445,313874,270064,-6.27691,53.6679
2307,"17741N","SCOIL NAIS AITINN BHUI","BEAUPARC","NAVAN","CO MEATH","","Meath","CATHOLIC","N","N","N",109,101,210,294525,270033,-6.56959,53.6715
2308,"17742P","SCOIL NAIS MHUIRE NAOFA","KILTALE","DUNSANY","CO MEATH","","Meath","CATHOLIC","N","N","N",40,55,95,288067,253510,-6.67195,53.5242
2309,"17821L","ST. MARY'S PRIMARY SCHOOL","ENFIELD","CO MEATH","","","Meath","CATHOLIC","N","N","N",243,224,467,277701,240990,-6.83133,53.4133
2310,"17839H","S N BHEINN NAOFA B","DULEEK","CO MEATH","","","Meath","CATHOLIC","N","N","N",350,0,350,304233,267361,-6.42364,53.6456
2311,"17840P","S N BHEININ NAOFA C","DULEEK","CO MEATH","","","Meath","CATHOLIC","N","N","N",0,328,328,304150,267415,-6.42488,53.6461
2312,"17856H","S N DUN UABHAIR","DUN UBHAIR","DROGHEDA","CO LOUTH","","Meath","CATHOLIC","N","N","N",114,94,208,304586,272437,-6.41659,53.6911
2313,"17857J","S N AINDREIS NAOFA","CURRAHA","ASHBOURNE","CO MEATH","","Meath","CATHOLIC","N","N","N",40,64,104,303270,255307,-6.44219,53.5375
2314,"17930Q","S N SEACHNAILL NAOFA","DUNSHAUGHLIN","CO MEATH","","","Meath","CATHOLIC","N","N","N",250,261,511,296884,251972,-6.53951,53.5088
2315,"17946I","SCOIL NAIS NAOMH AINE","MAIO","TIERWORKER","KELLS","CO MEATH","Meath","CATHOLIC","N","N","N",16,14,30,271488,289598,-6.91359,53.8509
2316,"17947K","SCOIL NAOMH BRIDE","BOARDSMILL","TRIM","CO MEATH","","Meath","CATHOLIC","N","N","N",89,86,175,274604,251944,-6.8753,53.5122
2317,"17964K","S N MHUIRE NAOFA","RATHFEIGH","TARA","CO MEATH","","Meath","CATHOLIC","N","N","N",60,68,128,299264,261037,-6.50077,53.5898
2318,"17969U","S N MHUIRE","AN UAIMH","CO NA MI","","","Meath","CATHOLIC","N","Y","N",131,122,253,286591,267930,-6.6902,53.654
2319,"17986U","S N NMH SHEOSAMH","BOYERSTOWN","NAVAN","CO MEATH","","Meath","CATHOLIC","N","N","N",67,58,125,282648,265668,-6.75043,53.6343
2320,"18016O","S N COLUMBAIN","BAILE IOMHAIR","CO NA MIDHE","","","Meath","CATHOLIC","N","N","N",170,164,334,268291,254118,-6.96998,53.5326
2321,"18037W","S N MHUIRE","BAILE UI EARAIN","BAILE LOIBIN","CO NA MI","","Meath","CATHOLIC","N","N","N",12,21,33,290827,282247,-6.62195,53.7818
2322,"18040L","S N NAOMH PADRAIG","SLANE","CO MEATH","","","Meath","CATHOLIC","N","N","N",144,135,279,296591,274685,-6.53689,53.7129
2323,"18044T","S N NAOMH PADRAIG","STAMULLEN","CO MEATH","","","Meath","CATHOLIC","N","N","N",291,313,604,314814,266088,-6.26416,53.632
2324,"18051Q","COOLE N.S,","GARRADICE,","KILCOCK,","CO. KILDARE.","","Meath","CATHOLIC","N","N","N",65,64,129,284597,245423,-6.72644,53.4521
2325,"18106P","S N NA TRIONOIDE NAOFA","LIOS MUILINN","CROS AN GREALLAIGH","An Uaimh","Co. na Mí","Meath","CATHOLIC","N","N","N",133,126,259,292801,262509,-6.59792,53.6042
2326,"18132Q","S N MUIRE","CARLANSTOWN","KELLS","CO MEATH","","Meath","CATHOLIC","N","N","N",71,72,143,276488,279691,-6.84009,53.7612
2327,"18169Q","S N RATH RIAGAIN","BAILE AN BHOTHAIR","DUN BOINNE","CO NA MIDHE","","Meath","CATHOLIC","N","N","N",54,40,94,297359,247458,-6.53375,53.4682
2328,"18174J","S N CAITRIONA NAOFA","BAILE OIRTHIR","CEANNANUS MOR","CO NA MIDHE","","Meath","CATHOLIC","N","N","Y",66,61,127,279947,275181,-6.78881,53.7201
2329,"18195R","ST FINIAN N S","CLONALVY","GARRISTOWN","CO MEATH","","Meath","CATHOLIC","N","N","N",25,28,53,310267,261270,-6.33458,53.5897
2330,"18344I","S N MHUIRE","MOYNALVEY","SUMMERHILL","CO MEATH","","Meath","CATHOLIC","N","N","N",50,57,107,287580,247982,-6.68084,53.4746
2331,"18358T","S N FIACH","BAILE NA CRIADH","OLDCASTLE","CO MEATH","","Meath","CATHOLIC","N","N","N",50,38,88,250814,279785,-7.22936,53.7652
2332,"18413B","S N NAOMH TREASA","BELLEWSTOWN","DROGHEDA","CO LOUTH","","Meath","CATHOLIC","N","N","N",57,47,104,308995,267183,-6.35172,53.6431
2333,"18429Q","S N MHUIRE","CUL RONAIN","BAILE IOMHAIR","CO MEATH","","Meath","CATHOLIC","N","Y","N",24,21,45,267442,257128,-6.98214,53.5597
2334,"18448U","S N RATH BEAGAIN","RATH BEAGAIN","DUN SEACHNAILL","CO NA MIDHE","","Meath","CATHOLIC","N","N","N",106,92,198,299413,248407,-6.50253,53.4763
2335,"18453N","S N MHICHIL NAOFA","CILL","RATH MOLLADHAIN","CO NA MI","","Meath","CATHOLIC","N","N","N",56,49,105,277948,249011,-6.82563,53.4853
2336,"18500T","S N NAOMH COLMCILLE","CNOC HANOBHAR","DROGHEDA","CO LOUTH","","Meath","CATHOLIC","N","N","N",58,44,102,307551,270656,-6.37234,53.6745
2337,"18762D","S N REALT NA MARA (B)","DOMHNACH CEARNAIGH","MORNINGTON","DROGHEDA","CO LOUTH","Meath","CATHOLIC","N","N","N",388,0,388,313876,274534,-6.27524,53.708
2338,"18767N","S N REALT NA MARA (C)","DOMHNACH CEARNAIGH","MORNINGTON","DROGHEDA","CO MEATH","Meath","CATHOLIC","N","N","N",0,395,395,313908,274535,-6.27476,53.708
2339,"18887A","St. Joseph's National School","Mulhussey","Kilcock","","","Meath","CATHOLIC","N","N","N",41,33,74,291620,243955,-6.62118,53.4377
2340,"19018A","DANGAN MIXED N S","DANGAN","SUMMERHILL","CO MEATH","","Meath","CATHOLIC","N","N","N",92,79,171,283465,249597,-6.74237,53.4898
2341,"19253K","Scoil Naomh Barra","WILKINSTOWN","NAVAN","CO MEATH","","Meath","CATHOLIC","N","N","N",86,65,151,285190,276563,-6.70902,53.7317
2342,"19292U","CASTLETOWN N S","NAVAN","CO MEATH","","","Meath","CATHOLIC","N","N","N",60,62,122,284694,281697,-6.71513,53.7779
2343,"19300Q","CASTLEJORDAN CENTRAL NS","CASTLEJORDAN","Co. Meath","","","Meath","CATHOLIC","N","N","N",65,64,129,258467,238890,-7.12096,53.3969
2344,"19476H","ST OLIVER PLUNKETT NS","NAVAN","CO MEATH","","","Meath","CATHOLIC","N","Y","N",262,225,487,287423,268884,-6.67735,53.6624
2345,"19486K","SCOIL NAIS DEAGLAIN","ASHBOURNE","CO MEATH","","","Meath","CATHOLIC","N","N","N",334,283,617,306153,251815,-6.3999,53.5056
2346,"19671F","ST PAULS N S","ABBEYLANDS","NAVAN","CO MEATH","","Meath","CATHOLIC","N","N","N",361,352,713,286990,268520,-6.684,53.6592
2347,"19725C","GAELSCOIL EANNA","BR. ATH THROIM","AN UAIMH","CO NA MIDHE","","Meath","CATHOLIC","N","N","N",132,114,246,287209,266829,-6.68117,53.644
2348,"19768U","SCOIL MHUIRE","ASHBOURNE","CO MEATH","","","Meath","CATHOLIC","N","N","N",244,254,498,306267,252951,-6.39779,53.5158
2349,"19779C","GAELSCOIL NA CILLE","CILL DHEAGLAIN","ASHBOURNE","CO MEATH","","Meath","CATHOLIC","N","N","N",138,108,246,307082,251731,-6.38593,53.5047
2350,"19813W","KILDALKEY CENTRAL N S","KILDALKEY","CO MEATH","","","Meath","CATHOLIC","N","N","N",117,126,243,272582,258526,-6.90425,53.5716
2351,"19867W","SCOIL NA RITHE","DUN SEACHLAINN","CO NA MI","","","Meath","CATHOLIC","N","N","N",105,106,211,296685,252515,-6.54234,53.5137
2352,"20017F","SCOIL AN SPIORAID NAOIMH","LAYTOWN,","CO. MEATH.","","","Meath","CATHOLIC","N","N","N",172,164,336,316183,272469,-6.24109,53.689
2353,"20032B","DUNBOYNE JUNIOR N S","DUNBOYNE","CO. MEATH","","","Meath","CATHOLIC","N","N","N",284,268,552,301744,242120,-6.46946,53.4194
2354,"20033D","DUNBOYNE SENIOR N S","DUNBOYNE","CO. MEATH.","","","Meath","CATHOLIC","N","N","N",297,284,581,301693,242036,-6.47026,53.4186
2355,"20051F","GAELSCOIL NA BOINNE","DUBLIN ROAD","TRIM","CO. MEATH.","","Meath","CATHOLIC","N","N","N",123,103,226,281591,256596,-6.76878,53.5529
2356,"20082Q","GAELSCOIL THULACH NA NÓG","BR. RÚISC,","DÚN BÚINNE","CO. NA MÍ","","Meath","INTER DENOMINATIONAL","N","N","N",114,120,234,301541,241610,-6.47268,53.4148
2357,"20164S","NAVAN EDUCATE TOGETHER NS","COMMONS ROAD","NAVAN","CO. MEATH","","Meath","MULTI DENOMINATIONAL","N","N","N",86,65,151,286208,266916,-6.69628,53.6449
2358,"20179I","ST STEPHENS NS","C/O ST MARTHAS COLLEGE","JOHNSTOWN","CO MEATH","","Meath","CATHOLIC","N","N","N",324,353,677,289270,266753,-6.65003,53.6429
2359,"20180Q","SCOIL NAOMH EOIN","CLONMAGADDEN VALLEY","WINDTOWN","NAVAN","CO MEATH","Meath","CATHOLIC","N","Y","N",184,192,376,286219,269144,-6.69549,53.6649
2360,"20191V","ST PETERS  NATIONAL SCHOOL","St Peters NS, COI","Maynooth Rd","Dunboyne","Meath","Meath","CHURCH OF IRELAND","N","N","N",67,37,104,301237,241991,-6.47713,53.4183
2361,"20200T","RATOATH SENIOR NS","RATOATH","CO MEATH","","","Meath","CATHOLIC","N","N","N",244,206,450,301903,251338,-6.46409,53.5022
2362,"20215J","ST PAULS NS","RATOATH","CO MEATH","","","Meath","CATHOLIC","N","N","N",356,328,684,302671,251406,-6.45249,53.5026
2363,"20216L","SCOIL OILIBHEIR NAOFA","BETTYSTOWN","CO MEATH","","","Meath","CATHOLIC","N","N","N",227,211,438,315871,272741,-6.24571,53.6915
2364,"20258E","Gaelscoil an Bhradáin Feasa","Mill Road","Mornington","","Co. Meath","Meath","INTER DENOMINATIONAL","N","N","N",190,183,373,312419,274913,-6.29716,53.7118
2365,"20352T","ARD Rí COMMUNITY NATIONAL SCHOOL","C/O NAVAN RUGBY CLUB","NAVAN","CO. MEATH","","Meath","MULTI DENOMINATIONAL","N","N","Y",42,36,78,287941,266387,-6.67023,53.6399
2366,"20382F","Gaelscoil na Mí","c/o Donaghmore Ashbourne GAA","Ashbourne","","Co. Meath","Meath","MULTI DENOMINATIONAL","N","N","N",35,65,100,305495.24,252299.53,-6.40964,53.5101
2367,"20396Q","Ashbourne Educate Together National School","via Ashbourne Community Centre","Deerpark","Ashbourne","Co. Meath","Meath","MULTI DENOMINATIONAL","N","N","N",43,52,95,306272.3,252406.37,-6.3979,53.5109
2368,"00359V","ST. LOUIS GIRLS NATIONAL SCHOOL","PARK ROAD","MONAGHAN TOWN","","","Monaghan","CATHOLIC","N","N","N",0,244,244,266763,333451,-6.97574,54.2455
2369,"00373P","DERAVOY NATIONAL SCHOOL","DERAVOY","EMYVALE","CO MONAGHAN","","Monaghan","CATHOLIC","N","Y","N",32,26,58,263483,345739,-7.02345,54.3563
2370,"05501A","SCOIL NAOIMH EANNA","KILLANNY","CARRICKMACROSS","CO MONAGHAN","","Monaghan","CATHOLIC","N","N","N",103,112,215,288712,301941,-6.64834,53.9591
2371,"06028F","ROCKCORRY N S","ROCKCORRY","MONAGHAN","","","Monaghan","CHURCH OF IRELAND","N","N","N",22,21,43,264467,319118,-7.01403,54.117
2372,"06117E","DOOHAMLET N S","DOOHAMLET","CASTLEBLANEY","CO MONAGHAN","","Monaghan","CATHOLIC","N","N","N",68,59,127,276492,320636,-6.82977,54.129
2373,"07751K","MONAGHAN MODEL SCHOOL","MONAGHAN","CO. MONAGHAN","","","Monaghan","CHURCH OF IRELAND","N","N","N",62,64,126,267036,334058,-6.97142,54.2509
2374,"09186P","SCOIL MHUIRE","MACHAIRE AIRNE","SMITHBOROUGH","CO MONAGHAN","","Monaghan","CATHOLIC","N","N","N",45,45,90,258006,330075,-7.11072,54.2162
2375,"10282S","DRUMACRUTTIN N S","DRUMACRUTTIN","CO MONAGHAN","","","Monaghan","CHURCH OF IRELAND","N","N","N",20,16,36,269200,327947,-6.93963,54.1957
2376,"10429W","SCOIL MHUIRE","ROCKCORRY","CO MONAGHAN","","","Monaghan","CATHOLIC","N","Y","N",47,48,95,264598,318935,-7.01207,54.1154
2377,"10751E","CLONTIBRET N S","CLONTIBRET","MONAGHAN","","","Monaghan","CHURCH OF IRELAND","N","N","N",20,19,39,275100,327902,-6.84925,54.1945
2378,"13632L","ANNALITTEN N S","ANNALITTEN NS","CASTLEBLAYNEY","CO MONAGHAN","","Monaghan","CATHOLIC","N","N","N",19,11,30,284893,315659,-6.70268,54.083
2379,"13811L","CORCREAGH N S","CORCREAGH","SHERCOCK","CO CAVAN","","Monaghan","CATHOLIC","N","N","N",19,16,35,274950,305275,-6.85715,53.9912
2380,"14071C","DRUMGOSSETT N S","DRUMGOSSETT","CARRICKMACROSS","CO MONAGHAN","","Monaghan","CATHOLIC","N","N","N",48,47,95,280312,300965,-6.77655,53.9517
2381,"15142E","NAOMH MICHEAL","DOMHNACH MAIGHIN","CARRAIG MHACHAIRE ROIS","CO MONAGHAN","","Monaghan","CATHOLIC","N","N","N",37,39,76,286003,307857,-6.68793,54.0127
2382,"15143G","LISDOONAN N S","LISDOONAN","CARRICKMACROSS","CO MONAGHAN","","Monaghan","CATHOLIC","N","N","N",75,51,126,281799,309588,-6.75159,54.0289
2383,"15329U","BUN SCOIL LOUIS NAOFA","CLOUGHVALLEY","CARRICKMACROSS","CO MONAGHAN","","Monaghan","CATHOLIC","N","N","N",0,269,269,284370,303908,-6.71393,53.9775
2384,"15654I","KNOCKCONNON N S","KNOCKCONNON","EMYVALE","CO MONAGHAN","","Monaghan","CATHOLIC","N","N","N",37,32,69,267319,347075,-6.96415,54.3678
2385,"16129R","CORCAGHAN N S","CORCAGHAN","STRANOODEN","CO MONAGHAN","","Monaghan","CATHOLIC","N","N","N",35,32,67,265978,327386,-6.98912,54.1911
2386,"16202B","CASTLEBLAYNEY CONVENT","CASTLEBLAYNEY","CO MONAGHAN","","","Monaghan","CATHOLIC","N","Y","N",0,118,118,282342,319526,-6.7406,54.1181
2387,"16319W","CASTLEBLANEY CON INFTS","CASTLEBLANEY","CO MONAGHAN","","","Monaghan","CATHOLIC","N","Y","N",104,90,194,282404,319625,-6.73963,54.119
2388,"16769H","LATNAMARD N S","LATNAMARD","SMITHBORO","CO MONAGHAN","","Monaghan","CATHOLIC","N","N","N",52,53,105,261567,325211,-7.05713,54.1721
2389,"16842O","EANAIGH GHEALA N S","CASTLEBLANEY","CO MONAGHAN","","","Monaghan","CATHOLIC","N","N","N",94,68,162,279340,324107,-6.7853,54.1598
2390,"16923O","URBLESHANNY N S","URBLESHANNY","SCOTSTOWN","CO MONAGHAN","","Monaghan","CATHOLIC","N","N","N",140,147,287,261055,337263,-7.06252,54.2804
2391,"16954C","SCOIL MHICHIL","ROCKWALLACE","CO MONAGHAN","","","Monaghan","CATHOLIC","N","N","N",17,16,33,272128,330335,-6.8942,54.2168
2392,"16968N","S N BLAITHIN IOSA","MACAIRE CLUANA","CARRAIG MHACAIRE ROIS","CO MONAGHAN","","Monaghan","CATHOLIC","N","N","N",17,24,41,277287,301217,-6.82255,53.9544
2393,"17099Q","St Joseph's National School","Horse Hill","Carrickmacross","Co Monaghan","","Monaghan","CATHOLIC","N","N","N",267,0,267,284442,303618,-6.71291,53.9749
2394,"17126Q","SCOIL ENDA","ACHADH NA HABHLA","CLUAIN EOIS","CO MUINEACHAIN","","Monaghan","CATHOLIC","N","N","N",29,28,57,249179,319703,-7.24773,54.124
2395,"17150N","ST MARYS BNS","ST MARYS HILL","MONAGHAN","CO MONAGHAN","","Monaghan","CATHOLIC","N","N","N",288,1,289,266800,333587,-6.97515,54.2467
2396,"17686I","SCOIL MHUIRE BNS","CASTLEBLANEY","CO MONAGHAN","","","Monaghan","CATHOLIC","N","Y","N",127,0,127,282829,319207,-6.73324,54.1152
